id_employee,Name,last_name,gender,email,area,salary,type,finish_date
25-2665744,Feodora,Ortet,male,Feodora_Or_H@company.com,Accounting,109956,hybridic,"2023-02-02 23:37:38"
00-8250034,Karlen,Duckworth,male,Karlen_Du_H@company.com,"Human Resources",81548,hybridic,"2023-01-17 02:59:42"
00-1722938,Perla,Durrand,male,Perla_Du_R@company.com,Sales,178809,remote,"2023-01-10 00:20:48"
50-3347144,Gerome,Slograve,male,Gerome_Sl_H@company.com,"Human Resources",146617,hybridic,"2023-01-09 04:35:57"
21-2022251,Menard,Beatson,woman,Menard_Be_R@company.com,Services,183119,remote,"2023-01-04 18:40:57"
36-6739087,Erhard,Durnin,woman,Erhard_Du_H@company.com,Training,124667,hybridic,"2023-01-04 05:24:19"
22-6056164,Candace,Plumtree,woman,Candace_Pl_H@company.com,Support,94591,hybridic,"2023-01-03 19:13:41"
24-4511492,Bondy,Minkin,male,Bondy_Mi_R@company.com,Engineering,86920,remote,"2023-01-01 10:42:19"
19-1011134,Darrell,Aleksic,male,Darrell_Al_H@company.com,Services,149288,hybridic,"2022-12-31 20:45:35"
27-9154140,Kiley,Cullinan,male,Kiley_Cu_R@company.com,Engineering,85617,remote,"2022-12-27 10:22:27"
00-3860994,Allyce,Giacobazzi,male,Allyce_Gi_R@company.com,Marketing,100936,remote,"2022-12-26 02:31:43"
65-0831032,Sandor,Ricket,woman,Sandor_Ri_H@company.com,"Business Development",167653,hybridic,"2022-12-25 17:39:18"
68-9828013,Janaya,Duplain,male,Janaya_Du_R@company.com,"Human Resources",101169,remote,"2022-12-24 12:24:10"
65-7113487,Bartholemy,Slixby,male,Bartholemy_Sl_R@company.com,Engineering,110235,remote,"2022-12-20 02:10:00"
46-5232506,Myca,Bolesworth,woman,Myca_Bo_H@company.com,Sales,67722,hybridic,"2022-12-20 00:00:53"
50-8877020,Ansel,MacIlriach,male,Ansel_Ma_R@company.com,Accounting,82871,remote,"2022-12-15 18:44:30"
15-0923956,Debor,Barabisch,male,Debor_Ba_H@company.com,Accounting,178621,hybridic,"2022-12-14 23:09:14"
24-5589812,Logan,Mauvin,woman,Logan_Ma_R@company.com,Engineering,117320,remote,"2022-12-13 05:19:30"
64-0433724,Norine,"de Clerq",male,Norine_de_H@company.com,"Research and Development",124835,hybridic,"2022-12-09 03:34:14"
52-5623569,Jasmin,Rostron,male,Jasmin_Ro_R@company.com,Accounting,149054,remote,"2022-12-08 15:43:33"
14-1900052,Olimpia,Dilloway,male,Olimpia_Di_H@company.com,Accounting,71568,hybridic,"2022-12-05 17:24:15"
03-1270313,Mayne,Banbrick,woman,Mayne_Ba_R@company.com,Sales,144196,remote,"2022-12-01 14:29:44"
59-5893080,Huntley,MacConnechie,woman,Huntley_Ma_R@company.com,Services,156083,remote,"2022-11-30 10:42:54"
68-6001964,Sawyere,Seymark,woman,Sawyere_Se_H@company.com,Accounting,108438,hybridic,"2022-11-26 11:19:07"
19-2036111,Cairistiona,Rowat,woman,Cairistiona_Ro_H@company.com,Engineering,162328,hybridic,"2022-11-26 09:07:36"
62-6785780,Spense,Toal,woman,Spense_To_R@company.com,"Business Development",165616,remote,"2022-11-23 09:33:42"
30-9208886,Justen,Beisley,woman,Justen_Be_H@company.com,Engineering,105118,hybridic,"2022-11-21 21:17:55"
26-9971042,Cathie,Farnhill,male,Cathie_Fa_H@company.com,Engineering,133941,hybridic,"2022-11-20 17:34:24"
24-3286815,Elaina,Mackerel,male,Elaina_Ma_R@company.com,Sales,182809,remote,"2022-11-19 10:06:44"
12-9850324,Fanny,Pachta,male,Fanny_Pa_R@company.com,Engineering,80209,remote,"2022-11-13 18:32:39"
28-8867549,Margaux,Berthel,male,Margaux_Be_H@company.com,"Business Development",182750,hybridic,"2022-11-11 22:17:07"
51-9535286,Garwood,Vautre,male,Garwood_Va_R@company.com,Engineering,174378,remote,"2022-11-08 08:49:32"
60-6290735,Allie,Thomke,male,Allie_Th_H@company.com,Engineering,114738,hybridic,"2022-11-07 14:45:37"
39-0676872,Dina,Jakeman,woman,Dina_Ja_R@company.com,"Human Resources",125929,remote,"2022-11-06 09:43:42"
57-9352877,Nancey,Longhorne,male,Nancey_Lo_H@company.com,Services,122842,hybridic,"2022-10-25 17:37:39"
59-4119818,Thaddus,Mara,male,Thaddus_Ma_R@company.com,Training,86031,remote,"2022-10-16 14:39:05"
24-7741652,Fielding,O'Fairy,male,Fielding_O'_R@company.com,Engineering,145846,remote,"2022-10-15 00:08:24"
40-5352338,Allistir,Roches,male,Allistir_Ro_H@company.com,"Research and Development",112987,hybridic,"2022-10-07 05:34:22"
28-3743652,Broddy,Coley,male,Broddy_Co_R@company.com,"Human Resources",94277,remote,"2022-10-06 07:11:45"
66-2223176,Camellia,Sanbrook,male,Camellia_Sa_R@company.com,Engineering,157899,remote,"2022-10-06 03:11:27"
61-1548249,Xena,Brammer,woman,Xena_Br_R@company.com,Engineering,149830,remote,"2022-10-05 13:57:41"
50-2657263,Karlie,Margery,woman,Karlie_Ma_R@company.com,Engineering,119629,remote,"2022-09-30 20:17:16"
28-0038743,Gray,Blethyn,woman,Gray_Bl_H@company.com,Accounting,175481,hybridic,"2022-09-29 18:14:50"
19-7020823,Elvis,Treamayne,male,Elvis_Tr_H@company.com,"Human Resources",145841,hybridic,"2022-09-28 10:30:29"
15-4378238,Sande,Potten,male,Sande_Po_H@company.com,Training,135144,hybridic,"2022-09-28 00:40:15"
10-4950395,Reynard,Wallace,male,Reynard_Wa_R@company.com,Accounting,137133,remote,"2022-09-26 03:46:58"
16-2682731,Ashbey,Dubique,woman,Ashbey_Du_H@company.com,Training,136291,hybridic,"2022-09-20 20:56:57"
31-0779795,Faber,Fanning,male,Faber_Fa_R@company.com,Services,181891,remote,"2022-09-20 16:21:41"
11-9741933,Mile,Tomkys,male,Mile_To_R@company.com,Accounting,132620,remote,"2022-09-19 07:53:56"
17-1361942,Bart,Hoston,woman,Bart_Ho_H@company.com,Support,154219,hybridic,"2022-09-12 16:29:07"
11-3253802,Garek,Sugar,woman,Garek_Su_R@company.com,Accounting,165538,remote,"2022-09-06 12:46:14"
31-2084653,Chickie,Sive,woman,Chickie_Si_R@company.com,Accounting,125740,remote,"2022-08-29 08:33:44"
53-8087012,Shay,Beagles,woman,Shay_Be_R@company.com,Accounting,85945,remote,"2022-08-24 14:34:23"
68-0427626,Rip,Fishburn,male,Rip_Fi_H@company.com,"Research and Development",146844,hybridic,"2022-08-23 21:40:54"
52-2943342,Ara,McGillivray,woman,Ara_Mc_H@company.com,Engineering,162310,hybridic,"2022-08-20 04:44:48"
48-1130899,Jerri,Aingel,male,Jerri_Ai_H@company.com,"Human Resources",104166,hybridic,"2022-08-18 07:57:28"
28-4563230,Ado,Birrane,woman,Ado_Bi_R@company.com,Sales,164429,remote,"2022-08-13 13:33:33"
59-9095351,Rodina,Hatchman,male,Rodina_Ha_H@company.com,Sales,144697,hybridic,"2022-08-09 18:17:15"
60-0059896,Garvey,Behninck,male,Garvey_Be_H@company.com,Engineering,144159,hybridic,"2022-08-07 16:33:45"
56-8840114,Rosalia,Roath,woman,Rosalia_Ro_H@company.com,Sales,111846,hybridic,"2022-08-07 08:40:35"
42-4926908,Jami,Hinken,woman,Jami_Hi_R@company.com,Services,123514,remote,"2022-08-07 07:52:12"
48-5616177,Marquita,Chalcot,male,Marquita_Ch_R@company.com,"Research and Development",67754,remote,"2022-08-07 01:05:07"
58-9732190,Sinclair,Dudley,male,Sinclair_Du_H@company.com,Sales,97802,hybridic,"2022-08-06 09:51:14"
64-1192100,Reed,Simeonov,woman,Reed_Si_H@company.com,Engineering,144059,hybridic,"2022-08-03 18:32:09"
44-5627015,Juliette,Skain,male,Juliette_Sk_H@company.com,Training,114958,hybridic,"2022-08-02 14:42:19"
14-8133776,Earlie,Dingsdale,male,Earlie_Di_H@company.com,Accounting,149456,hybridic,"2022-08-01 02:55:38"
54-0020090,Chiquita,Nason,woman,Chiquita_Na_R@company.com,"Human Resources",84498,remote,"2022-07-24 07:57:35"
08-1101320,Judie,Parkisson,woman,Judie_Pa_R@company.com,Accounting,175956,remote,"2022-07-24 03:37:15"
19-0470500,Amberly,Pantling,male,Amberly_Pa_R@company.com,Training,167564,remote,"2022-07-22 03:38:53"
38-8632155,Morissa,Flecknell,male,Morissa_Fl_H@company.com,Accounting,91251,hybridic,"2022-07-21 11:07:34"
57-9746632,Ogden,Anersen,woman,Ogden_An_H@company.com,Services,171110,hybridic,"2022-07-17 18:26:17"
27-7451133,Norman,Chidler,male,Norman_Ch_H@company.com,Engineering,80837,hybridic,"2022-07-14 16:50:24"
00-1100714,Regen,Nafzger,male,Regen_Na_H@company.com,"Human Resources",164369,hybridic,"2022-07-12 02:26:01"
19-4676248,Deva,Boyd,woman,Deva_Bo_H@company.com,Engineering,172675,hybridic,"2022-07-05 03:56:19"
40-5706822,Quincey,Ciccerale,woman,Quincey_Ci_H@company.com,Sales,77329,hybridic,"2022-07-04 14:31:12"
63-6460239,Joanie,Halshaw,male,Joanie_Ha_R@company.com,Services,151961,remote,"2022-07-03 08:50:53"
13-8428959,Hobie,Jacobowits,male,Hobie_Ja_R@company.com,Sales,144313,remote,"2022-06-30 03:27:27"
40-6392384,Carleton,Wilkes,woman,Carleton_Wi_H@company.com,Engineering,151937,hybridic,"2022-06-28 05:04:37"
68-7337404,Crichton,Tremblet,woman,Crichton_Tr_H@company.com,Training,118981,hybridic,"2022-06-27 16:16:00"
17-4082357,Marillin,Tidball,woman,Marillin_Ti_H@company.com,"Human Resources",157103,hybridic,"2022-06-22 15:39:06"
56-9156799,Normand,Weatherhogg,male,Normand_We_H@company.com,Engineering,100979,hybridic,"2022-06-22 02:37:23"
15-7069160,Gus,Vassel,male,Gus_Va_R@company.com,"Business Development",152294,remote,"2022-06-18 19:24:49"
51-5739249,Emilie,Stodhart,male,Emilie_St_R@company.com,"Research and Development",70107,remote,"2022-06-16 11:12:39"
58-4325288,Lilly,Sherrett,male,Lilly_Sh_R@company.com,Sales,122819,remote,"2022-06-14 14:25:31"
45-0387152,Baillie,Staggs,male,Baillie_St_R@company.com,"Research and Development",86708,remote,"2022-06-13 03:29:30"
54-9573829,Barbaraanne,Crone,woman,Barbaraanne_Cr_H@company.com,"Human Resources",141098,hybridic,"2022-06-12 15:12:55"
57-5179802,Isac,Mougin,woman,Isac_Mo_H@company.com,Sales,70024,hybridic,"2022-06-07 13:12:22"
03-6230242,Barbra,Brotherton,woman,Barbra_Br_H@company.com,Accounting,88089,hybridic,"2022-06-04 08:49:50"
33-6598323,Dag,Bunton,woman,Dag_Bu_H@company.com,"Human Resources",170764,hybridic,"2022-06-04 03:40:28"
16-1219718,Chandra,Beaufoy,woman,Chandra_Be_H@company.com,Training,127152,hybridic,"2022-06-03 03:07:09"
14-8617562,Margy,Hinks,male,Margy_Hi_H@company.com,Engineering,174068,hybridic,"2022-05-30 00:32:20"
42-2729506,Staford,Longridge,woman,Staford_Lo_H@company.com,Engineering,129819,hybridic,"2022-05-25 02:53:06"
23-6277097,Fleurette,Curnokk,woman,Fleurette_Cu_R@company.com,Engineering,118907,remote,"2022-05-24 23:26:38"
26-3724947,Shurlock,Alcoran,male,Shurlock_Al_H@company.com,Support,165334,hybridic,"2022-05-21 01:16:12"
38-4097053,Leah,Haggar,woman,Leah_Ha_R@company.com,Engineering,68481,remote,"2022-05-14 09:12:02"
39-1289277,Tab,Jarred,male,Tab_Ja_R@company.com,Engineering,94023,remote,"2022-05-14 04:59:29"
50-6188053,Henderson,Djekic,woman,Henderson_Dj_H@company.com,Engineering,94036,hybridic,"2022-05-12 06:58:19"
25-0921661,Alonzo,Toombes,male,Alonzo_To_H@company.com,Marketing,97034,hybridic,"2022-05-10 15:37:28"
52-1878728,Lyell,Paddell,woman,Lyell_Pa_H@company.com,"Business Development",141837,hybridic,"2022-05-05 02:26:03"
54-4852605,Jade,Dimont,woman,Jade_Di_H@company.com,Engineering,143338,hybridic,"2022-05-04 10:50:56"
35-9405784,Leroy,Heed,woman,Leroy_He_H@company.com,Engineering,122314,hybridic,"2022-05-03 19:35:49"
49-4891378,Gerardo,Cashman,woman,Gerardo_Ca_H@company.com,"Business Development",74224,hybridic,"2022-05-03 13:00:38"
03-7622489,Bale,Oldroyde,male,Bale_Ol_H@company.com,Engineering,158781,hybridic,"2022-05-02 21:55:05"
43-7756368,Manda,Runsey,woman,Manda_Ru_H@company.com,Engineering,83475,hybridic,"2022-05-01 23:52:54"
65-5496575,Christos,Tomaskunas,male,Christos_To_H@company.com,Accounting,155937,hybridic,"2022-05-01 00:42:25"
55-5792723,Onfre,Fuentez,male,Onfre_Fu_R@company.com,Engineering,146563,remote,"2022-04-29 13:13:29"
49-6407816,Maureene,Leverage,male,Maureene_Le_R@company.com,"Product Management",144328,remote,"2022-04-05 12:11:02"
39-5692742,Othilie,Absolon,male,Othilie_Ab_H@company.com,Support,149448,hybridic,"2022-04-04 00:54:07"
26-4911239,Antony,Kop,male,Antony_Ko_R@company.com,"Human Resources",159557,remote,"2022-04-03 15:38:08"
54-9586826,Alexina,Laxston,male,Alexina_La_R@company.com,Support,135040,remote,"2022-04-03 07:02:06"
41-4137525,Saleem,Scutching,male,Saleem_Sc_R@company.com,"Research and Development",176141,remote,"2022-03-30 01:04:02"
06-4504655,Darius,Kalisz,woman,Darius_Ka_H@company.com,Training,97776,hybridic,"2022-03-28 23:56:36"
00-8772885,Thorn,Kidston,male,Thorn_Ki_H@company.com,Engineering,95230,hybridic,"2022-03-26 06:01:47"
21-5015648,Judy,Conrard,male,Judy_Co_H@company.com,Engineering,170022,hybridic,"2022-03-24 13:15:58"
32-7870669,Marris,Fley,woman,Marris_Fl_R@company.com,Training,150315,remote,"2022-03-24 00:40:59"
48-6557532,Urbano,Fiddian,male,Urbano_Fi_R@company.com,Engineering,90252,remote,"2022-03-23 18:18:11"
15-7465338,Fedora,Koenraad,woman,Fedora_Ko_H@company.com,Legal,99244,hybridic,"2022-03-12 13:07:57"
05-3864894,Karylin,Phythien,woman,Karylin_Ph_R@company.com,Accounting,72739,remote,"2022-03-12 07:26:45"
48-4379657,Ferdinande,Coppens,woman,Ferdinande_Co_H@company.com,Services,78038,hybridic,"2022-03-07 11:10:18"
53-4870331,Andromache,Russi,male,Andromache_Ru_H@company.com,Sales,143947,hybridic,"2022-03-04 13:44:36"
20-5586959,Amery,Misken,male,Amery_Mi_R@company.com,Engineering,118282,remote,"2022-03-03 17:57:44"
22-8913197,Glynis,Sayre,male,Glynis_Sa_R@company.com,"Research and Development",130835,remote,"2022-03-02 20:33:35"
17-5266405,Cris,Elcott,male,Cris_El_H@company.com,Training,67832,hybridic,"2022-03-02 07:30:21"
00-1189819,Rudolf,Reichardt,male,Rudolf_Re_H@company.com,"Business Development",97134,hybridic,"2022-02-25 03:21:03"
36-6252951,Billi,Clotworthy,woman,Billi_Cl_R@company.com,Accounting,138446,remote,"2022-02-20 13:53:03"
51-7639178,Claudette,"de Courcey",woman,Claudette_de_H@company.com,"Product Management",136898,hybridic,"2022-02-18 06:41:43"
51-0560589,Hube,Fendley,male,Hube_Fe_H@company.com,Accounting,122942,hybridic,"2022-02-16 20:15:24"
38-0482760,Fiann,Croome,male,Fiann_Cr_H@company.com,"Product Management",178466,hybridic,"2022-02-16 11:51:47"
27-6200711,Bevon,Poulett,male,Bevon_Po_H@company.com,Engineering,80090,hybridic,"2022-02-13 08:14:13"
24-5555444,Monique,Brinsden,male,Monique_Br_H@company.com,Engineering,146523,hybridic,"2022-02-11 03:48:01"
10-5420631,Augusta,Cowley,male,Augusta_Co_H@company.com,Training,114765,hybridic,"2022-02-10 18:31:18"
22-4151863,Kellsie,Cino,male,Kellsie_Ci_R@company.com,Sales,176393,remote,"2022-02-06 14:52:21"
45-3926532,Pearle,Nacci,male,Pearle_Na_R@company.com,Accounting,131726,remote,"2022-02-05 11:42:15"
16-0237927,Linea,Manueli,woman,Linea_Ma_R@company.com,Engineering,140017,remote,"2022-02-04 23:39:40"
33-4741172,Mei,Reeman,male,Mei_Re_H@company.com,Support,161766,hybridic,"2022-01-29 22:13:35"
06-8384472,Lani,Kinnoch,male,Lani_Ki_R@company.com,Accounting,106485,remote,"2022-01-21 02:00:52"
27-4621539,Barbee,Arthurs,woman,Barbee_Ar_H@company.com,Engineering,79750,hybridic,"2022-01-18 21:00:40"
52-3058015,Brien,Vamplus,woman,Brien_Va_H@company.com,Support,96579,hybridic,"2022-01-15 22:19:44"
20-5187508,Pammy,Bawdon,woman,Pammy_Ba_R@company.com,Engineering,100994,remote,"2022-01-14 10:29:42"
07-4974576,Quinn,Rutter,woman,Quinn_Ru_R@company.com,Legal,120197,remote,"2022-01-14 04:43:06"
44-4373950,Packston,Brabender,male,Packston_Br_R@company.com,Engineering,167201,remote,"2022-01-10 23:25:49"
44-7628673,Daphene,Blofield,male,Daphene_Bl_H@company.com,"Business Development",163885,hybridic,"2022-01-10 12:51:34"
22-4811422,Saunder,Roseman,woman,Saunder_Ro_R@company.com,"Human Resources",86801,remote,"2022-01-09 08:56:30"
40-7748440,Tybie,Poppleston,woman,Tybie_Po_H@company.com,Training,137781,hybridic,"2022-01-07 10:39:26"
11-3709544,Shem,Bartolomeo,male,Shem_Ba_R@company.com,Engineering,126248,remote,"2022-01-07 05:49:07"
09-5128735,Maye,Maffei,woman,Maye_Ma_R@company.com,Engineering,96014,remote,"2022-01-06 20:17:36"
38-2236896,Laney,Howe,woman,Laney_Ho_H@company.com,"Human Resources",176077,hybridic,"2022-01-06 12:39:13"
41-8129387,Ansel,Kelso,male,Ansel_Ke_R@company.com,Legal,73442,remote,"2022-01-01 17:03:00"
59-8144560,Levon,Malloch,male,Levon_Ma_R@company.com,Engineering,106087,remote,"2021-12-26 12:03:09"
32-0844345,Al,Iacovielli,woman,Al_Ia_R@company.com,Engineering,183778,remote,"2021-12-26 01:13:34"
39-7571484,Michal,McRobb,male,Michal_Mc_R@company.com,Engineering,135716,remote,"2021-12-25 21:53:04"
45-1268349,Beryle,Rubinowitz,male,Beryle_Ru_R@company.com,Services,125776,remote,"2021-12-23 19:11:29"
27-7585693,Randi,Ditty,male,Randi_Di_R@company.com,Services,102074,remote,"2021-12-20 10:12:08"
27-6553095,Meade,Sunners,woman,Meade_Su_H@company.com,Engineering,100902,hybridic,"2021-12-19 06:46:57"
38-0480351,Yule,Ghost,male,Yule_Gh_H@company.com,Sales,107912,hybridic,"2021-12-16 15:39:15"
47-2376731,Valene,Spiteri,male,Valene_Sp_H@company.com,Accounting,93160,hybridic,"2021-12-10 19:34:11"
09-6566170,Carey,Lidgett,male,Carey_Li_R@company.com,Accounting,95457,remote,"2021-12-08 18:50:13"
15-5803210,Tanner,Itzakovitz,male,Tanner_It_R@company.com,Accounting,82441,remote,"2021-12-01 03:56:59"
37-4612230,Adriana,Peers,woman,Adriana_Pe_H@company.com,Engineering,75700,hybridic,"2021-11-18 15:38:22"
66-9182434,Davis,Fenimore,male,Davis_Fe_H@company.com,Sales,145712,hybridic,"2021-11-16 15:02:23"
16-8058414,Murdoch,Pauley,woman,Murdoch_Pa_R@company.com,Engineering,126543,remote,"2021-11-15 08:50:11"
11-3599037,Derby,"Le Marchant",male,Derby_Le_R@company.com,Engineering,87341,remote,"2021-11-11 14:55:58"
38-1101129,Rozelle,Abramov,male,Rozelle_Ab_R@company.com,Accounting,166625,remote,"2021-11-09 19:29:31"
25-3987301,Vaclav,Layman,male,Vaclav_La_R@company.com,Engineering,155457,remote,"2021-11-08 21:39:09"
34-3811158,Ferne,Roebottom,woman,Ferne_Ro_H@company.com,Support,161214,hybridic,"2021-11-07 17:21:26"
41-2701827,Cosme,Firth,male,Cosme_Fi_H@company.com,Auditing,144177,hybridic,"2021-11-05 15:28:25"
38-6305193,Meridith,Twinterman,male,Meridith_Tw_H@company.com,Accounting,92322,hybridic,"2021-11-05 14:52:24"
08-2352594,Levey,Mallia,woman,Levey_Ma_H@company.com,Engineering,171423,hybridic,"2021-11-01 13:34:14"
43-5569909,Buddie,Gynne,male,Buddie_Gy_R@company.com,"Human Resources",93026,remote,"2021-10-29 08:45:31"
00-5421994,Sile,Schultheiss,woman,Sile_Sc_R@company.com,Accounting,103290,remote,"2021-10-28 00:45:49"
04-3018897,Steward,Matheson,male,Steward_Ma_H@company.com,"Research and Development",84156,hybridic,"2021-10-27 11:39:17"
03-6799271,Mira,Grabiec,male,Mira_Gr_H@company.com,Training,96808,hybridic,"2021-10-26 23:39:37"
33-4688886,Nilson,Fanthome,woman,Nilson_Fa_H@company.com,Engineering,89763,hybridic,"2021-10-24 18:24:56"
13-5970318,Prudi,Scarce,woman,Prudi_Sc_H@company.com,"Business Development",97203,hybridic,"2021-10-24 03:34:03"
47-7008884,Delmore,Pien,male,Delmore_Pi_H@company.com,Accounting,140592,hybridic,"2021-10-20 11:50:48"
53-2372480,Jemmie,Tyght,male,Jemmie_Ty_H@company.com,Sales,166666,hybridic,"2021-10-20 01:49:07"
67-0622457,Evelin,Zarfati,woman,Evelin_Za_R@company.com,Engineering,113410,remote,"2021-10-17 04:44:44"
69-1417040,Kelby,Richardin,male,Kelby_Ri_R@company.com,Training,88701,remote,"2021-10-10 12:37:00"
44-2647724,Gwenora,Heskin,male,Gwenora_He_H@company.com,Support,135556,hybridic,"2021-10-08 17:46:52"
23-6373814,Hillie,Overstone,male,Hillie_Ov_R@company.com,Engineering,90903,remote,"2021-10-04 19:13:21"
28-8933782,Marin,Siaspinski,woman,Marin_Si_H@company.com,Accounting,68206,hybridic,"2021-10-04 03:31:16"
28-1767743,Guthrie,Kobpal,woman,Guthrie_Ko_R@company.com,Engineering,96192,remote,"2021-10-01 01:19:13"
27-0056829,Niko,Casetti,male,Niko_Ca_R@company.com,Engineering,172913,remote,"2021-09-30 15:23:54"
06-3598764,Christie,Chicchelli,woman,Christie_Ch_H@company.com,Training,88518,hybridic,"2021-09-30 09:07:28"
49-3282987,Orin,Cuffley,woman,Orin_Cu_R@company.com,"Human Resources",138316,remote,"2021-09-30 02:21:13"
37-0998615,Sara,Fishbourne,male,Sara_Fi_H@company.com,"Human Resources",73259,hybridic,"2021-09-29 04:44:30"
62-1465015,Ariadne,Freestone,male,Ariadne_Fr_R@company.com,"Human Resources",182549,remote,"2021-09-28 07:06:23"
64-1674029,Pru,Everix,male,Pru_Ev_R@company.com,"Human Resources",75921,remote,"2021-09-25 01:13:00"
25-8149191,Daffy,Pegg,male,Daffy_Pe_H@company.com,Training,155588,hybridic,"2021-09-18 02:05:01"
29-4479409,Blythe,Cassell,woman,Blythe_Ca_H@company.com,Engineering,184998,hybridic,"2021-09-15 19:28:39"
64-8008245,Aldus,Fogt,male,Aldus_Fo_H@company.com,"Human Resources",118676,hybridic,"2021-09-14 09:21:53"
02-3043161,Rhodia,Kildahl,male,Rhodia_Ki_R@company.com,"Research and Development",121277,remote,"2021-09-10 07:27:41"
31-6881670,Merry,Balaison,male,Merry_Ba_H@company.com,Engineering,121589,hybridic,"2021-08-31 00:02:14"
57-6407010,Devland,Quoit,male,Devland_Qu_H@company.com,Accounting,97823,hybridic,"2021-08-30 18:01:39"
04-6046125,Mary,Howling,woman,Mary_Ho_R@company.com,Training,98718,remote,"2021-08-29 22:38:32"
32-5866951,Lind,McManamon,male,Lind_Mc_H@company.com,Training,126484,hybridic,"2021-08-29 20:54:20"
54-2944321,Shayne,Glavis,woman,Shayne_Gl_H@company.com,Engineering,76985,hybridic,"2021-08-29 17:10:41"
42-4252542,Rozalie,Gaskill,woman,Rozalie_Ga_R@company.com,Accounting,157625,remote,"2021-08-27 03:17:46"
48-1771009,Sibylle,Cromie,woman,Sibylle_Cr_H@company.com,"Human Resources",149145,hybridic,"2021-08-26 22:32:11"
22-2810573,Sherrie,Utton,male,Sherrie_Ut_R@company.com,Accounting,119478,remote,"2021-08-24 05:26:38"
67-6726983,Shir,Soonhouse,male,Shir_So_H@company.com,Engineering,107951,hybridic,"2021-08-13 04:33:52"
63-2767468,Dill,Caillou,woman,Dill_Ca_R@company.com,"Research and Development",89191,remote,"2021-08-11 13:52:26"
63-0910757,Heindrick,Baxstar,woman,Heindrick_Ba_H@company.com,Engineering,135137,hybridic,"2021-08-08 20:48:17"
07-3470241,Suzette,Cheyne,male,Suzette_Ch_H@company.com,Engineering,90020,hybridic,"2021-08-08 08:00:39"
48-0239521,Benetta,Varker,woman,Benetta_Va_R@company.com,Engineering,102129,remote,"2021-08-04 18:02:28"
68-4197156,Gayel,Sawforde,woman,Gayel_Sa_H@company.com,Engineering,98832,hybridic,"2021-08-03 23:18:30"
04-6009178,Yuri,Mathiot,woman,Yuri_Ma_R@company.com,Services,71897,remote,"2021-07-27 23:27:26"
49-9616370,Dredi,Nevett,male,Dredi_Ne_R@company.com,Engineering,182168,remote,"2021-07-27 07:03:25"
08-4761791,Drucy,Hindrich,woman,Drucy_Hi_H@company.com,Marketing,72830,hybridic,"2021-07-26 02:10:57"
50-6404231,Melania,Shernock,male,Melania_Sh_R@company.com,Support,129253,remote,"2021-07-24 15:08:26"
00-3987484,Chelsy,Clacey,woman,Chelsy_Cl_H@company.com,Training,104211,hybridic,"2021-07-23 05:08:46"
19-8689130,Winfred,Walrond,woman,Winfred_Wa_R@company.com,"Human Resources",130857,remote,"2021-07-21 03:49:30"
67-3490504,Vickie,Geockle,woman,Vickie_Ge_H@company.com,"Human Resources",125873,hybridic,"2021-07-16 05:00:28"
63-2310866,Myron,Cordsen,woman,Myron_Co_R@company.com,"Business Development",104782,remote,"2021-07-14 22:43:24"
65-3720008,Fay,Rodman,woman,Fay_Ro_H@company.com,Engineering,132345,hybridic,"2021-07-10 00:52:42"
33-0069707,Antonietta,Ballin,male,Antonietta_Ba_H@company.com,Services,126924,hybridic,"2021-07-05 02:02:08"
31-6545194,Pate,Silversmidt,male,Pate_Si_R@company.com,Engineering,146400,remote,"2021-06-29 10:34:43"
16-4315794,Gina,Killik,woman,Gina_Ki_R@company.com,Accounting,68890,remote,"2021-06-28 11:17:15"
13-7728725,Rosita,Looker,male,Rosita_Lo_H@company.com,"Research and Development",85632,hybridic,"2021-06-22 05:08:15"
59-7525360,Darlene,Mettricke,woman,Darlene_Me_H@company.com,Engineering,88143,hybridic,"2021-06-21 21:22:49"
61-5184073,Demetris,Raftery,woman,Demetris_Ra_H@company.com,"Human Resources",86976,hybridic,"2021-06-21 12:05:21"
69-1557588,Toddy,Cordon,woman,Toddy_Co_R@company.com,Engineering,154515,remote,"2021-06-20 06:32:27"
51-5453733,Mattie,Bengtsen,male,Mattie_Be_R@company.com,"Business Development",134744,remote,"2021-06-19 22:39:51"
13-2023299,Charmion,McCraw,woman,Charmion_Mc_R@company.com,Accounting,144672,remote,"2021-06-18 14:02:20"
13-5272012,Lena,Wimms,male,Lena_Wi_R@company.com,"Human Resources",97312,remote,"2021-06-11 20:09:11"
57-4418240,Felizio,Widmore,male,Felizio_Wi_H@company.com,Support,175011,hybridic,"2021-06-09 16:42:38"
22-6219141,Shirleen,Casbolt,woman,Shirleen_Ca_R@company.com,Engineering,142327,remote,"2021-06-08 11:00:39"
41-6065041,Blane,O'Shee,woman,Blane_O'_H@company.com,Services,156995,hybridic,"2021-06-01 16:35:08"
35-2077269,Vivian,Sharram,woman,Vivian_Sh_R@company.com,"Business Development",172029,remote,"2021-05-30 22:55:20"
25-9281279,Godfry,Towl,male,Godfry_To_H@company.com,Support,68556,hybridic,"2021-05-30 16:26:21"
23-6238468,Berti,Segar,male,Berti_Se_H@company.com,Services,160046,hybridic,"2021-05-28 09:58:20"
14-2329525,Warner,Colleer,male,Warner_Co_R@company.com,Engineering,140456,remote,"2021-05-26 03:27:27"
50-0725267,Dael,Hurdman,male,Dael_Hu_H@company.com,Engineering,101432,hybridic,"2021-05-24 19:04:17"
